,word,epoch,sentiword_set,value,normalized_by_freq
421,Heimatvertrieben,4,race,1.1722429397677845,0.45817910177885757
422,Heimatvertrieben,5,race,-1.0968811908824136,-0.2399066465232888
423,Heimatvertrieben,6,race,0.3128798293473664,0.2002088327082461
424,Heimatvertrieben,7,race,-1.4653423878226022,-0.8203094249397692
425,Heimatvertrieben,8,race,-0.0404325272349979,-0.3608381081149044
426,Fremdarbeiter,1,race,-0.1902350809837116,-0.44816194837454365
427,Fremdarbeiter,2,race,-0.1257142029932083,-1.0356250556922468
428,Fremdarbeiter,4,race,-0.2572547394134972,-2.446710809592963
429,Fremdarbeiter,6,race,-0.1158405341957404,-1.704880938282684
430,Gastarbeiter,1,race,-0.275538802241499,-1.298246420447672
431,Gastarbeiter,2,race,-0.1949399214572622,-0.01212001371358692
432,Gastarbeiter,3,race,0.4180496366425359,0.0627248253429022
433,Gastarbeiter,4,race,-0.676364384660701,-0.393844841667934
434,Gastarbeiter,5,race,-0.3041508845831231,-0.2251547423741867
435,Gastarbeiter,6,race,0.4699644771171734,0.518752018196744
436,Gastarbeiter,7,race,-1.6416116736700133,-0.7577606045138537
437,Gastarbeiter,8,race,-0.6260631432207902,-0.18023451111548142
438,Ausländer,1,race,3.091613660362782,0.1926805111165045
439,Ausländer,2,race,2.864495427777001,0.1310973252685436
440,Ausländer,3,race,2.0311875750194304,0.11043363156064832
441,Ausländer,4,race,9.383695465396158,0.12287320474195128
442,Ausländer,5,race,-3.955812223517569,-0.04443847704052389
443,Ausländer,6,race,0.7810721227433532,0.022379132991861873
444,Ausländer,7,race,-0.8589656751719303,-0.03723261719330563
445,Ausländer,8,race,-0.6325875383918174,-0.04704580407990327
446,Migrant,5,race,-2.4799771879006585,-0.8949820414971612
447,Migrant,6,race,-2.5172820941952523,-0.14086712194352433
448,Migrant,7,race,-6.924267793103354,-0.21897118878559343
449,Migrant,8,race,-2.1544805779740277,-0.0797823914878875
450,Asylant,3,race,-0.2382782377899275,-0.2882476117140228
451,Asylant,4,race,8.495505608152598e-05,1.8363514853209575e-05
452,Asylant,5,race,-1.773107624728368,-0.6648152823155136
453,Asylant,6,race,0.0599987369560039,0.5298181867038859
454,Asylant,7,race,-0.2722969873254897,-0.7164391057186658
455,Asylant,8,race,-0.1437118423102106,-0.11659539043792741
456,Scheinasylant,4,race,0.0083737978666249,0.006126301652573819
457,Scheinasylant,5,race,-0.6100343010075449,-0.9784494018067044
458,Scheinasylant,6,race,-0.1474896940198959,-6.512030603280289
459,Scheinasylant,7,race,-0.0027151575467314,-0.07143836087838494
460,Wirtschaftsasylant,4,race,0.0345695269183465,0.0410981909344347
461,Wirtschaftsasylant,5,race,-0.2722626547317759,-3.9302004509412867
462,Wirtschaftsflüchtling,2,race,-0.0269262416932178,-0.04033028146987147
463,Wirtschaftsflüchtling,3,race,0.1182437566130829,0.5721627079324675
464,Wirtschaftsflüchtling,4,race,1.111404511917982,0.6747063670106992
465,Wirtschaftsflüchtling,5,race,0.164939396153386,0.09920642161069454
466,Wirtschaftsflüchtling,6,race,-0.3826923536767026,-1.299754084433166
467,Wirtschaftsflüchtling,7,race,-0.3648394667752654,-0.3692027363135898
468,Wirtschaftsflüchtling,8,race,0.0405885424623875,0.12074348612233222
469,Asylmissbrauch,6,race,-0.3150756444265425,-0.9274240040921651
470,Asylmissbrauch,7,race,-0.8493999765787521,-0.8939406426705934
471,Asylmissbrauch,8,race,0.001448534474548,0.006463687469957187
472,Asylmißbrauch,3,race,-0.0607519156889111,-1.1758753811042695
473,Asylmißbrauch,4,race,-0.0383270890160929,-0.15622419886723954
474,Asylmißbrauch,5,race,-1.7257848618737626,-0.8304089604265866
475,Asylmißbrauch,6,race,0.0324155318904217,0.4770749963125305
476,Asylbewerber,2,race,-0.1381792693337047,-0.3252318355944985
477,Asylbewerber,3,race,-1.2054786432199762,-0.29534780668696364
478,Asylbewerber,4,race,-3.364348105096724,-0.14306022906756635
479,Asylbewerber,5,race,-8.180735817877576,-0.1791981739479139
480,Asylbewerber,6,race,-0.1972106871580763,-0.023035275180315267
481,Asylbewerber,7,race,-5.280106017964499,-0.1331971035789386
482,Asylbewerber,8,race,-0.4883026110273931,-0.032521139740940515
483,Asylsuchende,1,race,-0.0699309754058958,-0.8237282531585748
484,Asylsuchende,3,race,-0.2596521907462374,-0.6282078007048333
485,Asylsuchende,4,race,-0.4992100603776634,-0.37483509242574736
486,Asylsuchende,5,race,-1.0729292492906095,-0.43022457114929075
487,Asylsuchende,6,race,-0.2146152077020815,-0.16921046703981663
488,Asylsuchende,7,race,-2.0461623835253704,-0.29580475787914795
489,Asylsuchende,8,race,-0.0103428368945515,-0.0034186718913487794
490,multikulturell,4,race,1.158160004626552,0.7183750532436372
491,multikulturell,5,race,1.979369633088936,0.7619426108669017
492,multikulturell,6,race,0.5112057961041501,0.37001616059294584
493,multikulturell,7,race,-0.720914265752981,-0.8621788907246395
494,multikulturell,8,race,0.3056837891854229,0.303117777564404
495,Integration,1,race,11.745148640908155,0.463477395922153
496,Integration,2,race,13.19706581963692,0.3648205732271585
497,Integration,3,race,10.068241911965742,0.32104526684993573
498,Integration,4,race,14.427196896278474,0.3793959858681344
499,Integration,5,race,5.2038079393678345,0.06863286363633701
500,Integration,6,race,10.18768446156173,0.09359366996805223
501,Integration,7,race,-1.479828879240813,-0.014866627052736415
502,Integration,8,race,2.126137385421316,0.03888239531856691
503,Einwanderungsland,2,race,0.0402872353588463,0.0948238586726204
504,Einwanderungsland,3,race,0.030454829280643,0.11789285516597485
505,Einwanderungsland,4,race,3.421300545989652,1.0610696933366774
506,Einwanderungsland,5,race,1.0826708937529474,0.20036805621418016
507,Einwanderungsland,6,race,4.186502072137955,1.0212392402345696
508,Einwanderungsland,7,race,2.3241458524789778,0.4853212198139087
509,Einwanderungsland,8,race,2.1362071211951843,0.12066123910732585
510,Migrationshintergrund,6,race,-2.1857663383125328,-0.23887853474058288
511,Migrationshintergrund,7,race,-1.527685379068771,-0.1263988867483729
512,Migrationshintergrund,8,race,-1.6037282682591467,-0.1431239434739361
513,Geflüchtete,1,race,-0.1148664266729611,-0.27060603814174333
514,Geflüchtete,2,race,0.0031656543141025,0.05215688995016614
515,Geflüchtete,3,race,-0.1463532683692392,-0.7081801588807608
516,Geflüchtete,4,race,0.0725766758177997,0.5176993171804454
517,Geflüchtete,5,race,-0.054935204116191,-0.528671756819309
518,Geflüchtete,6,race,0.0075560387267614,0.3336175843012031
519,Geflüchtete,7,race,-7.836200889640168,-0.300550802647629
520,Geflüchtete,8,race,-1.8555582279586813,-0.023522497845261482
521,Flüchtende,1,race,0.0257746527313429,0.20240253141926956
522,Flüchtende,2,race,0.0106757622568238,0.08794620351988104
523,Flüchtende,3,race,-0.1135311362213542,-2.197436353366759
524,Flüchtende,4,race,-0.0120488273729719,-0.3437837092165525
525,Flüchtende,5,race,-0.3309380768290566,-2.3885996778892786
526,Flüchtende,7,race,-1.69875452557244,-1.3145834379658108
527,Flüchtende,8,race,-0.5266613155436062,-0.15161816465046618
528,Flüchtling,1,ethics,8.1694093036931,0.0806273913261865
529,Flüchtling,2,ethics,8.927304341108538,0.17283789919002804
530,Flüchtling,3,ethics,-3.613817524703336,-0.11155781500222411
531,Flüchtling,4,ethics,3.186572189151775,0.06526993135873764
532,Flüchtling,5,ethics,1.4725919843185693,0.019254843144218676
533,Flüchtling,6,ethics,1.642879037928651,0.03555741488421455
534,Flüchtling,7,ethics,-2.2337043739971705,-0.007091080228100746
535,Flüchtling,8,ethics,-1.131288707438216,-0.01777487788096073
536,Vertriebene,1,ethics,14.671869333833456,0.12424321954717592
537,Vertriebene,2,ethics,7.315722921011911,0.19071654415866293
538,Vertriebene,3,ethics,-0.7244890622387175,-0.0539336491890768
539,Vertriebene,4,ethics,6.426975313472212,0.5748525465377272
540,Vertriebene,5,ethics,4.642004961991916,0.33504429780987943
541,Vertriebene,6,ethics,4.179768386908108,0.4194249859447703
542,Vertriebene,7,ethics,-1.7216418223979415,-0.31676939369798607
543,Vertriebene,8,ethics,-0.4124978196923621,-0.13147559212326146
544,Heimatvertriebener,1,ethics,1.630409338627942,0.6738545582739198
545,Heimatvertriebener,2,ethics,0.1103352037721379,0.6059559372540104
546,Heimatvertriebener,3,ethics,-0.2468699676719552,-1.5927526126963196
547,Heimatvertriebener,4,ethics,0.0884867958834547,1.2623767427252428
548,Heimatvertriebener,5,ethics,-0.0341153413661459,-0.24623305416847147
549,Heimatvertriebener,6,ethics,-0.0986213498913457,-1.4514579089678004
550,Heimatvertrieben,1,ethics,15.744101780263009,0.24563220866510663
551,Heimatvertrieben,2,ethics,3.9093273671751376,0.3444360750430783
552,Heimatvertrieben,3,ethics,0.0927658795480965,0.06650063972843273
553,Heimatvertrieben,4,ethics,1.1399841946813467,0.4455705525210176
554,Heimatvertrieben,5,ethics,3.60410644098738,0.7882796214918036
555,Heimatvertrieben,6,ethics,1.4137965319532668,0.9046749799747442
556,Heimatvertrieben,7,ethics,0.0343437610354158,0.019225889525446134
557,Heimatvertrieben,8,ethics,-0.0200358689721724,-0.17880913088457304
558,Fremdarbeiter,1,ethics,-0.5299431912126238,-1.2484572870237756
559,Fremdarbeiter,2,ethics,-0.0487142470219623,-0.4013046543981281
560,Fremdarbeiter,4,ethics,-0.1097756592271252,-1.0440596456008726
561,Fremdarbeiter,6,ethics,-0.0762095750174012,-1.121613023143061
562,Gastarbeiter,1,ethics,-0.6221853719091541,-2.9315287914621972
563,Gastarbeiter,2,ethics,0.9348892935668118,0.0581249390787278
564,Gastarbeiter,3,ethics,-2.9473252464740654,-0.44222131801992254
565,Gastarbeiter,4,ethics,-1.3212780821777417,-0.7693760476989819
566,Gastarbeiter,5,ethics,-0.090536473923521,-0.06702172341092301
567,Gastarbeiter,6,ethics,0.0047832341806497,0.005279787102081399
568,Gastarbeiter,7,ethics,-1.1083232334426611,-0.5115970462689827
569,Gastarbeiter,8,ethics,-0.2487574739716365,-0.07161367378527889
570,Ausländer,1,ethics,4.4952690131322015,0.28016137402978736
571,Ausländer,2,ethics,1.4139059617809835,0.06470922870859079
572,Ausländer,3,ethics,-2.000284051799099,-0.10875343799348978
573,Ausländer,4,ethics,6.44652831973508,0.08441296896586303
574,Ausländer,5,ethics,1.7067254012799822,0.019172871024655844
575,Ausländer,6,ethics,5.611653289328388,0.16078404491637943
576,Ausländer,7,ethics,-2.029443363950122,-0.08796799461203729
577,Ausländer,8,ethics,-0.6162498443591176,-0.04583076283117142
578,Migrant,5,ethics,-0.5547836458645179,-0.20021208355766282
579,Migrant,6,ethics,6.151632168322976,0.34424537512308107
580,Migrant,7,ethics,-4.480759294034215,-0.14169833094179454
581,Migrant,8,ethics,-0.8031560925230679,-0.02974160661026384
582,Asylant,3,ethics,-0.3631852404960227,-0.43934888537767625
583,Asylant,4,ethics,-0.4902105966757517,-0.10596178719036163
584,Asylant,5,ethics,-2.0339786124425245,-0.7626271787432236
585,Asylant,6,ethics,-0.0224929712112498,-0.19862393485825805
586,Asylant,7,ethics,-0.2940827729198645,-0.7737595663742046
587,Asylant,8,ethics,-0.0562783383313103,-0.045659388436290964
588,Scheinasylant,4,ethics,-0.7406275520697818,-0.5418458707095101
589,Scheinasylant,5,ethics,-1.2425275296150176,-1.992921244054996
590,Scheinasylant,6,ethics,-0.2002623039534228,-8.842070360876791
591,Scheinasylant,7,ethics,-0.0423466702259247,-1.1141809112474448
592,Wirtschaftsasylant,4,ethics,-0.5334082605013464,-0.6341456331719328
593,Wirtschaftsasylant,5,ethics,-0.1177394446758626,-1.6996073846944875
594,Wirtschaftsflüchtling,2,ethics,-0.1348881041903951,-0.20203618725988906
595,Wirtschaftsflüchtling,3,ethics,-0.0565043880606026,-0.27341573550145737
596,Wirtschaftsflüchtling,4,ethics,-0.0399259996834189,-0.02423809324759863
597,Wirtschaftsflüchtling,5,ethics,0.2726745358340849,0.16400608705575973
598,Wirtschaftsflüchtling,6,ethics,-0.9415736810788076,-3.197906166713815
599,Wirtschaftsflüchtling,7,ethics,-0.6005464281042805,-0.6077286169153145
600,Wirtschaftsflüchtling,8,ethics,0.0216509343911752,0.06440756769275265
601,Asylmissbrauch,6,ethics,-0.8801776740410787,-2.5907997562217773
602,Asylmissbrauch,7,ethics,-1.0252284714706548,-1.0789891970119385
603,Asylmissbrauch,8,ethics,0.0094218257326019,0.04204231104057238
604,Asylmißbrauch,3,ethics,-0.1127120909713994,-2.181583435240458
605,Asylmißbrauch,4,ethics,-0.4355741184363069,-1.7754340193027514
606,Asylmißbrauch,5,ethics,-1.7226058233427466,-0.8288792784018928
607,Asylmißbrauch,6,ethics,-0.0237583218442978,-0.34966266617421937
608,Asylbewerber,2,ethics,-0.0676049628757482,-0.1591214534379823
609,Asylbewerber,3,ethics,-2.5273341291472207,-0.6192084745814347
610,Asylbewerber,4,ethics,-3.617987111574621,-0.15384557387544398
611,Asylbewerber,5,ethics,-3.124755378899863,-0.06844744414177303
612,Asylbewerber,6,ethics,-0.5249801834652317,-0.06132052559930834
613,Asylbewerber,7,ethics,-2.9255638206377625,-0.07380090966326945
614,Asylbewerber,8,ethics,-1.09994766883392,-0.07325693338113841
615,Asylsuchende,1,ethics,-0.0486259498546814,-0.5727729164291938
616,Asylsuchende,3,ethics,-0.6549898129968881,-1.5846956989821108
617,Asylsuchende,4,ethics,-0.7566858177960967,-0.5681624249244456
618,Asylsuchende,5,ethics,-0.7904227363469545,-0.3169447407611965
619,Asylsuchende,6,ethics,-0.3970182747152648,-0.31302370604215396
620,Asylsuchende,7,ethics,-1.7188253296972107,-0.24848306985862736
621,Asylsuchende,8,ethics,-0.2600398261947703,-0.08595232173791646
622,multikulturell,4,ethics,0.758279182278784,0.4703398889333176
623,multikulturell,5,ethics,2.502120143712091,0.9631712658072275
624,multikulturell,6,ethics,0.1151211655105726,0.08332591686133528
625,multikulturell,7,ethics,-0.5355767248856864,-0.6405240796248831
626,multikulturell,8,ethics,-0.1721157921947451,-0.17067099486313167
627,Integration,1,ethics,6.719793134659994,0.26517095001591734
628,Integration,2,ethics,4.664394107821863,0.128942823763212
629,Integration,3,ethics,5.022656047491182,0.16015705275673323
630,Integration,4,ethics,8.762149851259892,0.23042067735282593
631,Integration,5,ethics,3.860125454259105,0.05091107646711167
632,Integration,6,ethics,7.844448942749295,0.07206650031211953
633,Integration,7,ethics,0.2895046285411808,0.0029084155627309804
634,Integration,8,ethics,-0.272104803530965,-0.004976200790935911
635,Einwanderungsland,2,ethics,0.197875643025327,0.46573888334254804
636,Einwanderungsland,3,ethics,-0.1583093251756508,-0.6128268910119521
637,Einwanderungsland,4,ethics,0.739295375391066,0.2292823757243205
638,Einwanderungsland,5,ethics,2.0959244371624663,0.38788916176578403
639,Einwanderungsland,6,ethics,3.8076249244622886,0.9288174036350847
640,Einwanderungsland,7,ethics,2.372417436949036,0.49540114841751626
641,Einwanderungsland,8,ethics,0.8411435093730688,0.04751103818587338
642,Migrationshintergrund,6,ethics,-0.3894960320030805,-0.04256733200676794
643,Migrationshintergrund,7,ethics,-2.219931776227895,-0.18367453732102032
644,Migrationshintergrund,8,ethics,0.0441183094808366,0.003937316911645616
645,Geflüchtete,1,ethics,-0.2951589682106714,-0.695345030945373
646,Geflüchtete,2,ethics,0.0390012028365163,0.6425785137708575
647,Geflüchtete,3,ethics,-0.434838273810783,-2.1041131589752746
648,Geflüchtete,4,ethics,-0.1869002421062759,-1.3331848921020528
649,Geflüchtete,5,ethics,-0.0824099399063698,-0.7930762870658654
650,Geflüchtete,6,ethics,-0.0235416011728375,-1.0394192509956441
651,Geflüchtete,7,ethics,-1.1128343465097714,-0.042681812368993495
652,Geflüchtete,8,ethics,-1.146648422582075,-0.014535806337444635
653,Flüchtende,1,ethics,0.0682824286941468,0.5362065034670599
654,Flüchtende,2,ethics,-0.0169871189926311,-0.13993873113720356
655,Flüchtende,3,ethics,-0.0846400751810279,-1.6382393794760857
656,Flüchtende,4,ethics,0.0288726318708683,0.8238096681239838
657,Flüchtende,5,ethics,-0.2519435125090012,-1.8184434942980119
658,Flüchtende,7,ethics,-0.9503167687580572,-0.7354038892756164
659,Flüchtende,8,ethics,-0.1624302635646017,-0.046761320261270105
